X,Y,Pressure,Time
269.333333333333,295.666666666667,0.5,0
269.333333333333,295.666666666667,0.5,0
267.333333333333,289.666666666667,0.5,16
268,294.333333333333,0.5,16
260,274.333333333333,0.5,31
264,283,0.5,31
251.333333333333,255.666666666667,0.5,47
255.333333333333,264.333333333333,0.5,47
242.666666666667,240.333333333333,0.5,62
246.666666666667,247.666666666667,0.5,62
234,231.666666666667,0.5,78
238,235,0.5,78
227.333333333333,229.666666666667,0.5,94
230,229.666666666667,0.5,94
226.666666666667,229.666666666667,0.5,109
226.666666666667,231,0.5,141
227.333333333333,234.333333333333,0.5,141
230,237.666666666667,0.5,156
234,243,0.5,156
237.333333333333,244.333333333333,0.5,172
241.333333333333,246.333333333333,0.5,172
246,246.333333333333,0.5,172
251.333333333333,243.666666666667,0.5,187
257.333333333333,239.666666666667,0.5,187
265.333333333333,231,0.5,203
272,220.333333333333,0.5,203
280,205,0.5,219
290,184.333333333333,0.5,219
302,161,0.5,234
310,138.333333333333,0.5,234
319.333333333333,121,0.5,250
324,108.333333333333,0.5,250
328,101,0.5,266
330,96.3333333333333,0.5,266
330,95.6666666666667,0.5,281
330,101,0.5,297
330,111.666666666667,0.5,312
330,127.666666666667,0.5,312
318,189,0.5,328
324,154.333333333333,0.5,328
294,265.666666666667,0.5,344
307.333333333333,224.333333333333,0.5,344
252,401,0.5,359
263.333333333333,361,0.5,359
279.333333333333,311.666666666667,0.5,359
239.333333333333,443,0.5,375
244,427.666666666667,0.5,375
237.333333333333,451,0.5,391
237.333333333333,453.666666666667,0.5,391
236,453.666666666667,0.5,406
236,449.666666666667,0.5,422
236,439,0.5,437
238,423.666666666667,0.5,437
246,397,0.5,453
256,361,0.5,453
271.333333333333,320.333333333333,0.5,469
286,283.666666666667,0.5,469
301.333333333333,255,0.5,469
314,231,0.5,484
325.333333333333,212.333333333333,0.5,500
334,196.333333333333,0.5,500
341.333333333333,187,0.5,516
346.666666666667,180.333333333333,0.5,516
350,178.333333333333,0.5,531
352,178.333333333333,0.5,531
353.333333333333,179,0.5,531
355.333333333333,183,0.5,547
355.333333333333,189,0.5,547
357.333333333333,197,0.5,562
357.333333333333,205,0.5,562
356,220.333333333333,0.5,578
357.333333333333,213,0.5,578
352,233.666666666667,0.5,594
354,227.666666666667,0.5,594
344.666666666667,246.333333333333,0.5,609
348.666666666667,240.333333333333,0.5,609
337.333333333333,253.666666666667,0.5,625
341.333333333333,251.666666666667,0.5,625
331.333333333333,255.666666666667,0.5,641
334,253.666666666667,0.5,641
326,255.666666666667,0.5,656
328,255.666666666667,0.5,656
