X,Y,Pressure,Time
240.666666666667,325.666666666667,0.5,0
240.666666666667,325.666666666667,0.5,0
244.666666666667,318.333333333333,0.5,0
250,306.333333333333,0.5,15
259.333333333333,289.666666666667,0.5,15
273.333333333333,267.666666666667,0.5,31
288,241.666666666667,0.5,31
305.333333333333,212.333333333333,0.5,31
324,175,0.5,47
347.333333333333,130.333333333333,0.5,47
368.666666666667,85.6666666666667,0.5,62
389.333333333333,48.3333333333333,0.5,78
404.666666666667,19,0.5,78
414.666666666667,-1.66666666666667,0.5,94
421.333333333333,-12.3333333333333,0.5,94
424.666666666667,-19.6666666666667,0.5,94
424,-21,0.5,109
424.666666666667,-21,0.5,109
412,-1,0.5,125
420,-14.3333333333333,0.5,125
383.333333333333,47,0.5,140
398,19.6666666666667,0.5,140
343.333333333333,128.333333333333,0.5,156
363.333333333333,81.6666666666667,0.5,156
312,209,0.5,172
326,170.333333333333,0.5,172
294,261,0.5,187
300,239.666666666667,0.5,187
286,292.333333333333,0.5,203
286,299,0.5,203
288,280.333333333333,0.5,203
286,301.666666666667,0.5,219
288,301.666666666667,0.5,234
293.333333333333,296.333333333333,0.5,250
300,287.666666666667,0.5,250
313.333333333333,273.666666666667,0.5,250
327.333333333333,259,0.5,265
342,247,0.5,265
352,239,0.5,281
360,233.666666666667,0.5,281
367.333333333333,231,0.5,297
371.333333333333,231,0.5,297
374,231,0.5,312
374,231.666666666667,0.5,312
375.333333333333,234.333333333333,0.5,328
375.333333333333,241,0.5,328
367.333333333333,262.333333333333,0.5,344
371.333333333333,251,0.5,344
356,285.666666666667,0.5,359
361.333333333333,274.333333333333,0.5,359
353.333333333333,293,0.5,375
353.333333333333,295.666666666667,0.5,375
356.666666666667,291,0.5,422
364.666666666667,283.666666666667,0.5,422
373.333333333333,275.666666666667,0.5,437
382,269,0.5,437
390.666666666667,265,0.5,453
396,262.333333333333,0.5,453
401.333333333333,262.333333333333,0.5,453
404.666666666667,260.333333333333,0.5,469
407.333333333333,261,0.5,469
408.666666666667,265.666666666667,0.5,484
408.666666666667,268.333333333333,0.5,500
408.666666666667,272.333333333333,0.5,500
408,277,0.5,515
408,281,0.5,515
405.333333333333,284.333333333333,0.5,531
405.333333333333,286.333333333333,0.5,531
402.666666666667,289,0.5,547
402.666666666667,291,0.5,547
402.666666666667,292.333333333333,0.5,562
402.666666666667,293.666666666667,0.5,578
404,293.666666666667,0.5,594
405.333333333333,293.666666666667,0.5,594
406.666666666667,293.666666666667,0.5,609
410,293.666666666667,0.5,609
413.333333333333,291.666666666667,0.5,625
418,287.666666666667,0.5,625
424,283.666666666667,0.5,625
430,277.666666666667,0.5,640
436.666666666667,270.333333333333,0.5,640
444,261.666666666667,0.5,656
452,253,0.5,656
459.333333333333,243,0.5,672
466,233,0.5,672
471.333333333333,224.333333333333,0.5,687
474.666666666667,215.666666666667,0.5,687
474.666666666667,209,0.5,703
474.666666666667,211,0.5,703
471.333333333333,209,0.5,719
457.333333333333,214.333333333333,0.5,734
466,209,0.5,734
441.333333333333,227,0.5,750
448.666666666667,219.666666666667,0.5,750
432,243,0.5,765
436,234.333333333333,0.5,765
430,251.666666666667,0.5,781
430,258.333333333333,0.5,781
430,265,0.5,797
430,270.333333333333,0.5,797
430.666666666667,275,0.5,812
433.333333333333,277,0.5,812
438,279,0.5,812
444.666666666667,279,0.5,828
451.333333333333,279,0.5,828
458.666666666667,274.333333333333,0.5,844
464.666666666667,270.333333333333,0.5,844
469.333333333333,265.666666666667,0.5,859
473.333333333333,260.333333333333,0.5,859
477.333333333333,255.666666666667,0.5,875
480,251,0.5,875
480,247,0.5,890
482,242.333333333333,0.5,890
478.666666666667,235,0.5,906
482,238.333333333333,0.5,906
470.666666666667,230.333333333333,0.5,922
475.333333333333,232.333333333333,0.5,922
459.333333333333,228.333333333333,0.5,937
465.333333333333,230.333333333333,0.5,937
451.333333333333,228.333333333333,0.5,953
455.333333333333,228.333333333333,0.5,953
445.333333333333,233.666666666667,0.5,969
448,231.666666666667,0.5,969
439.333333333333,247.666666666667,0.5,984
441.333333333333,241.666666666667,0.5,984
442.666666666667,237,0.5,984
439.333333333333,250.333333333333,0.5,1000
439.333333333333,253.666666666667,0.5,1000
439.333333333333,256.333333333333,0.5,1015
440,258.333333333333,0.5,1015
440,261,0.5,1031
443.333333333333,262.333333333333,0.5,1031
445.333333333333,265,0.5,1047
448.666666666667,265,0.5,1047
450.666666666667,266.333333333333,0.5,1062
452.666666666667,266.333333333333,0.5,1062
456,266.333333333333,0.5,1078
457.333333333333,266.333333333333,0.5,1078
457.333333333333,267.666666666667,0.5,1094
460,267.666666666667,0.5,1094
461.333333333333,267.666666666667,0.5,1125
461.333333333333,269,0.5,1125
461.333333333333,270.333333333333,0.5,1172
461.333333333333,271,0.5,1219
462.666666666667,271,0.5,1281
464.666666666667,273,0.5,1297
468,273,0.5,1312
469.333333333333,273,0.5,1328
470.666666666667,271,0.5,1328
474,269,0.5,1344
477.333333333333,265,0.5,1344
481.333333333333,260.333333333333,0.5,1344
486.666666666667,255.666666666667,0.5,1359
490.666666666667,249.666666666667,0.5,1359
494.666666666667,243.666666666667,0.5,1375
498,238.333333333333,0.5,1375
503.333333333333,232.333333333333,0.5,1390
506.666666666667,226.333333333333,0.5,1406
510,221.666666666667,0.5,1406
512,218.333333333333,0.5,1406
512,217,0.5,1422
510.666666666667,215.666666666667,0.5,1437
512,215.666666666667,0.5,1437
508.666666666667,215.666666666667,0.5,1453
505.333333333333,219.666666666667,0.5,1469
506.666666666667,217.666666666667,0.5,1469
502,227.666666666667,0.5,1484
503.333333333333,223,0.5,1484
498.666666666667,241,0.5,1500
502,233,0.5,1500
496.666666666667,249.666666666667,0.5,1515
496.666666666667,259,0.5,1515
494.666666666667,268.333333333333,0.5,1531
494.666666666667,277.666666666667,0.5,1531
494.666666666667,285.666666666667,0.5,1531
494.666666666667,291,0.5,1547
494.666666666667,295.666666666667,0.5,1547
496.666666666667,299,0.5,1562
498.666666666667,301,0.5,1562
502,303,0.5,1578
506,303,0.5,1578
510.666666666667,303,0.5,1594
516,303,0.5,1594
520.666666666667,299.666666666667,0.5,1609
526.666666666667,294.333333333333,0.5,1609
534,288.333333333333,0.5,1625
538.666666666667,281,0.5,1625
546.666666666667,272.333333333333,0.5,1640
552.666666666667,263.666666666667,0.5,1640
558.666666666667,255,0.5,1656
564,246.333333333333,0.5,1656
566.666666666667,240.333333333333,0.5,1672
568.666666666667,235.666666666667,0.5,1672
568.666666666667,229.666666666667,0.5,1687
568.666666666667,231.666666666667,0.5,1687
568.666666666667,228.333333333333,0.5,1703
566.666666666667,229.666666666667,0.5,1719
562.666666666667,237.666666666667,0.5,1734
564.666666666667,233,0.5,1734
560.666666666667,243,0.5,1750
558.666666666667,254.333333333333,0.5,1765
558.666666666667,259.666666666667,0.5,1765
560.666666666667,249,0.5,1765
558.666666666667,265.666666666667,0.5,1781
558.666666666667,269.666666666667,0.5,1781
560.666666666667,274.333333333333,0.5,1797
560.666666666667,277,0.5,1797
564,279.666666666667,0.5,1812
564.666666666667,281,0.5,1812
566.666666666667,282.333333333333,0.5,1828
568.666666666667,282.333333333333,0.5,1828
570.666666666667,283.666666666667,0.5,1844
572.666666666667,283.666666666667,0.5,1844
574.666666666667,283.666666666667,0.5,1859
576,282.333333333333,0.5,1859
578.666666666667,279,0.5,1875
582.666666666667,271.666666666667,0.5,1875
586.666666666667,263,0.5,1890
590.666666666667,253.666666666667,0.5,1890
594.666666666667,245,0.5,1890
600,236.333333333333,0.5,1906
604.666666666667,231.666666666667,0.5,1906
608.666666666667,227.666666666667,0.5,1922
612,226.333333333333,0.5,1937
614,226.333333333333,0.5,1937
616,226.333333333333,0.5,1953
616.666666666667,226.333333333333,0.5,1953
620,229,0.5,1953
620.666666666667,233.666666666667,0.5,1969
620.666666666667,237.666666666667,0.5,1969
624.666666666667,243.666666666667,0.5,1984
624.666666666667,249,0.5,1984
624.666666666667,254.333333333333,0.5,2000
624.666666666667,259.666666666667,0.5,2000
620,271.666666666667,0.5,2015
622,265.666666666667,0.5,2015
612,283.666666666667,0.5,2031
616.666666666667,277,0.5,2031
600.666666666667,292.333333333333,0.5,2047
606.666666666667,288.333333333333,0.5,2047
580.666666666667,297,0.5,2062
588.666666666667,297,0.5,2062
594.666666666667,295,0.5,2062
564,297,0.5,2078
572.666666666667,297,0.5,2078
560,297,0.5,2094
558.666666666667,295.666666666667,0.5,2109
558.666666666667,293.666666666667,0.5,2125
562,293.666666666667,0.5,2140
566.666666666667,291,0.5,2140
574,289,0.5,2156
580.666666666667,287,0.5,2156
586.666666666667,287,0.5,2172
594.666666666667,285,0.5,2172
600,285,0.5,2187
602.666666666667,285.666666666667,0.5,2187
606.666666666667,287.666666666667,0.5,2203
608.666666666667,289.666666666667,0.5,2203
608.666666666667,291.666666666667,0.5,2219
610.666666666667,295,0.5,2219
610.666666666667,298.333333333333,0.5,2234
614,301.666666666667,0.5,2234
614.666666666667,303.666666666667,0.5,2250
616.666666666667,305.666666666667,0.5,2250
620.666666666667,307.666666666667,0.5,2265
624,309,0.5,2265
628.666666666667,309,0.5,2281
636,309,0.5,2281
644.666666666667,309,0.5,2297
656.666666666667,305.666666666667,0.5,2297
668,301,0.5,2312
678.666666666667,295.666666666667,0.5,2312
688.666666666667,287.666666666667,0.5,2312
697.333333333333,279,0.5,2328
706,271,0.5,2328
712.666666666667,261.666666666667,0.5,2344
718.666666666667,250.333333333333,0.5,2344
722.666666666667,239,0.5,2359
726,229.666666666667,0.5,2359
726,213,0.5,2375
726,221.666666666667,0.5,2375
719.333333333333,200.333333333333,0.5,2390
724.666666666667,207,0.5,2390
709.333333333333,194.333333333333,0.5,2406
713.333333333333,196.333333333333,0.5,2406
700,197,0.5,2422
704.666666666667,194.333333333333,0.5,2422
690,211,0.5,2437
695.333333333333,203,0.5,2437
682,231,0.5,2453
685.333333333333,219.666666666667,0.5,2453
682,241.666666666667,0.5,2469
682,251,0.5,2469
682,259,0.5,2484
684.666666666667,267,0.5,2484
688,273,0.5,2484
694,277,0.5,2500
699.333333333333,279,0.5,2500
707.333333333333,279,0.5,2515
716.666666666667,279,0.5,2515
727.333333333333,279,0.5,2531
739.333333333333,279,0.5,2531
750.666666666667,276.333333333333,0.5,2547
761.333333333333,273,0.5,2547
772,269.666666666667,0.5,2562
782,266.333333333333,0.5,2562
782,266.333333333333,0.5,2562
