X,Y,Pressure,Time
278,340.333333333333,0.5,0
278,340.333333333333,0.5,15
278,341.666666666667,0.5,31
278,336.333333333333,0.5,78
278,339,0.5,78
275.333333333333,327,0.5,93
278,332.333333333333,0.5,93
267.333333333333,315,0.5,109
272,321.666666666667,0.5,109
258,307.666666666667,0.5,125
263.333333333333,310.333333333333,0.5,125
252,307.666666666667,0.5,140
254,307.666666666667,0.5,140
251.333333333333,307.666666666667,0.5,156
250,307.666666666667,0.5,171
250,311,0.5,187
250,315,0.5,187
250,319,0.5,187
251.333333333333,322.333333333333,0.5,203
252,325,0.5,203
254,326.333333333333,0.5,218
258,326.333333333333,0.5,218
260,326.333333333333,0.5,234
262,326.333333333333,0.5,250
267.333333333333,325,0.5,250
272,320.333333333333,0.5,250
278,311.666666666667,0.5,265
290,296.333333333333,0.5,265
308,273.666666666667,0.5,281
328,243.666666666667,0.5,281
353.333333333333,205,0.5,296
374.666666666667,163,0.5,296
391.333333333333,122.333333333333,0.5,312
402,91.6666666666667,0.5,312
407.333333333333,79.6666666666667,0.5,328
410.666666666667,71,0.5,328
410.666666666667,65.6666666666667,0.5,343
410.666666666667,67,0.5,343
410.666666666667,66.3333333333333,0.5,375
410.666666666667,73.6666666666667,0.5,375
398.666666666667,131,0.5,390
406,89,0.5,390
384.666666666667,195,0.5,406
325.333333333333,451,0.5,421
347.333333333333,362.333333333333,0.5,421
366.666666666667,279,0.5,421
284,592.333333333333,0.5,437
303.333333333333,533.666666666667,0.5,437
252,592.333333333333,0.5,453
267.333333333333,592.333333333333,0.5,453
236,592.333333333333,0.5,468
242.666666666667,592.333333333333,0.5,468
232.666666666667,592.333333333333,0.5,484
232.666666666667,591.666666666667,0.5,500
232.666666666667,587.666666666667,0.5,515
236.666666666667,569.666666666667,0.5,515
246,529.666666666667,0.5,531
262,477.666666666667,0.5,531
280,421,0.5,546
304,350.333333333333,0.5,546
330,269,0.5,546
358.666666666667,190.333333333333,0.5,562
383.333333333333,130.333333333333,0.5,578
408,75,0.5,578
430,25,0.5,593
446.666666666667,-14.3333333333333,0.5,593
455.333333333333,-34.3333333333333,0.5,609
458.666666666667,-49,0.5,609
458.666666666667,-45,0.5,609
453.333333333333,-41,0.5,640
457.333333333333,-47.6666666666667,0.5,640
433.333333333333,-0.333333333333343,0.5,656
444.666666666667,-26.3333333333333,0.5,656
404.666666666667,91.6666666666667,0.5,671
420.666666666667,39.6666666666667,0.5,671
377.333333333333,194.333333333333,0.5,687
390.666666666667,143,0.5,687
362,284.333333333333,0.5,703
367.333333333333,245,0.5,703
359.333333333333,302.333333333333,0.5,718
359.333333333333,311.666666666667,0.5,718
359.333333333333,315.666666666667,0.5,718
359.333333333333,317,0.5,734
359.333333333333,311.666666666667,0.5,765
359.333333333333,316.333333333333,0.5,765
364.666666666667,300.333333333333,0.5,781
369.333333333333,281,0.5,781
379.333333333333,255.666666666667,0.5,781
390,229.666666666667,0.5,796
402,211,0.5,796
411.333333333333,199,0.5,812
418.666666666667,191,0.5,812
426,186.333333333333,0.5,828
430.666666666667,182.333333333333,0.5,828
434.666666666667,180.333333333333,0.5,843
436.666666666667,180.333333333333,0.5,843
438,178.333333333333,0.5,859
432,188.333333333333,0.5,890
436,182.333333333333,0.5,890
414.666666666667,211,0.5,906
424,198.333333333333,0.5,906
396,239,0.5,921
404.666666666667,225.666666666667,0.5,921
380.666666666667,262.333333333333,0.5,937
387.333333333333,253,0.5,937
374,273.666666666667,0.5,953
376.666666666667,269.666666666667,0.5,953
374,274.333333333333,0.5,968
374,273,0.5,1000
376,271.666666666667,0.5,1015
377.333333333333,271.666666666667,0.5,1015
379.333333333333,269.666666666667,0.5,1031
381.333333333333,269.666666666667,0.5,1046
382.666666666667,271,0.5,1062
382.666666666667,273.666666666667,0.5,1062
382.666666666667,279,0.5,1078
382.666666666667,287,0.5,1078
381.333333333333,302.333333333333,0.5,1093
382.666666666667,295,0.5,1093
381.333333333333,309,0.5,1109
381.333333333333,313,0.5,1109
381.333333333333,315.666666666667,0.5,1125
381.333333333333,318.333333333333,0.5,1125
382,319.666666666667,0.5,1140
383.333333333333,321,0.5,1140
386.666666666667,321,0.5,1156
388.666666666667,320.333333333333,0.5,1171
392,317.666666666667,0.5,1171
397.333333333333,311.666666666667,0.5,1187
403.333333333333,304.333333333333,0.5,1187
410,295.666666666667,0.5,1203
418,284.333333333333,0.5,1203
424.666666666667,271.666666666667,0.5,1218
433.333333333333,257.666666666667,0.5,1218
438,248.333333333333,0.5,1234
440,241,0.5,1234
440,238.333333333333,0.5,1250
439.333333333333,238.333333333333,0.5,1281
436.666666666667,239.666666666667,0.5,1296
430.666666666667,253,0.5,1312
434,244.333333333333,0.5,1312
422.666666666667,283,0.5,1328
424.666666666667,272.333333333333,0.5,1328
428,262.333333333333,0.5,1328
420,293.666666666667,0.5,1343
420,301.666666666667,0.5,1343
420,307,0.5,1359
420,310.333333333333,0.5,1359
420,312.333333333333,0.5,1375
422,313.666666666667,0.5,1375
423.333333333333,313.666666666667,0.5,1390
424.666666666667,315,0.5,1390
427.333333333333,315,0.5,1406
432,314.333333333333,0.5,1406
439.333333333333,309,0.5,1421
449.333333333333,299,0.5,1421
464,281,0.5,1437
485.333333333333,251,0.5,1437
512.666666666667,210.333333333333,0.5,1453
538.666666666667,155,0.5,1453
568,97,0.5,1468
598.666666666667,37.6666666666667,0.5,1468
626.666666666667,-19.6666666666667,0.5,1484
648.666666666667,-59.6666666666667,0.5,1484
664,-83.6666666666667,0.5,1500
668.666666666667,-99,0.5,1500
668.666666666667,-95,0.5,1500
670.666666666667,-101.666666666667,0.5,1515
670,-97.6666666666667,0.5,1546
646.666666666667,-51.6666666666667,0.5,1562
660,-77.6666666666667,0.5,1562
666.666666666667,-92.3333333333333,0.5,1562
606.666666666667,27.6666666666667,0.5,1578
628,-14.3333333333333,0.5,1578
558.666666666667,123,0.5,1593
582.666666666667,73,0.5,1593
524.666666666667,213,0.5,1609
536.666666666667,173,0.5,1609
512,252.333333333333,0.5,1625
514.666666666667,239,0.5,1625
508.666666666667,266.333333333333,0.5,1640
512,260.333333333333,0.5,1640
508.666666666667,269,0.5,1656
508.666666666667,270.333333333333,0.5,1656
506.666666666667,270.333333333333,0.5,1671
508.666666666667,265.666666666667,0.5,1703
512.666666666667,259,0.5,1718
516.666666666667,251.666666666667,0.5,1734
522,245.666666666667,0.5,1734
526.666666666667,239,0.5,1750
532.666666666667,231.666666666667,0.5,1750
540.666666666667,224.333333333333,0.5,1750
548.666666666667,217,0.5,1765
556.666666666667,209,0.5,1765
566,201,0.5,1781
576,195,0.5,1781
584.666666666667,189,0.5,1796
590,186.333333333333,0.5,1796
594.666666666667,186.333333333333,0.5,1812
596,185,0.5,1812
588.666666666667,188.333333333333,0.5,1859
592,187,0.5,1859
594.666666666667,185,0.5,1859
582.666666666667,191,0.5,1875
586.666666666667,188.333333333333,0.5,1875
578.666666666667,192.333333333333,0.5,1890
